Price,Close,High,Low,Open,Volume,daily_return
Ticker,AMC,AMC,AMC,AMC,AMC,
Date,,,,,,
2021-01-04,20.100000381469727,22.0,20.0,22.0,2987380,
2021-01-05,19.799999237060547,20.299999237060547,19.100000381469727,19.899999618530273,2814830,-1.4925429786844746
2021-01-06,20.100000381469727,22.299999237060547,19.700000762939453,20.299999237060547,6736330,1.5151573533783491
2021-01-07,20.5,21.100000381469727,20.200000762939453,20.799999237060547,2615050,1.990047815616136
2021-01-08,21.399999618530273,22.100000381469727,20.700000762939453,20.899999618530273,3955330,4.390242041611092
2021-01-11,22.0,22.700000762939453,21.5,21.600000381469727,4169580,2.8037401503044235
2021-01-12,22.899999618530273,23.899999618530273,22.399999618530273,22.399999618530273,4154920,4.090907356955786
2021-01-13,21.799999237060547,23.799999237060547,21.299999237060547,23.299999237060547,4584770,-4.803495195605267
2021-01-14,21.799999237060547,23.200000762939453,21.299999237060547,22.200000762939453,4963880,0.0
2021-01-15,23.299999237060547,25.5,21.799999237060547,22.0,16235640,6.880734185760717
2021-01-19,30.600000381469727,32.0,25.700000762939453,28.0,25627600,31.330478040522557
2021-01-20,29.700000762939453,33.400001525878906,27.5,32.900001525878906,18186220,-2.94117518728948
2021-01-21,29.799999237060547,30.600000381469727,28.5,30.0,6482380,0.3366951904118398
2021-01-22,35.099998474121094,37.400001525878906,28.100000381469727,29.100000381469727,26827340,17.7852327944668
2021-01-25,44.20000076293945,48.79999923706055,38.5,47.099998474121094,44323810,25.92593357383679
2021-01-26,49.599998474121094,51.900001525878906,43.70000076293945,50.900001525878906,45685020,12.217189180931864
2021-01-27,199.0,203.60000610351562,110.0999984741211,203.39999389648438,122234250,301.20968976204443
2021-01-28,86.30000305175781,165.0,65.0999984741211,119.80000305175781,59122390,-56.63316429559908
2021-01-29,132.60000610351562,160.0,116.0,143.10000610351562,60219330,53.65005957646343
2021-02-01,133.0,172.5,129.10000610351562,170.0,43460800,0.3016545083505573
2021-02-02,78.19999694824219,101.0,60.0,94.80000305175781,46277590,-41.20300981335174
2021-02-03,89.69999694824219,97.69999694824219,78.9000015258789,88.5,22140510,14.705882926838786
2021-02-04,70.9000015258789,87.4000015258789,70.0,87.0,16298580,-20.958747003314915
2021-02-05,68.30000305175781,82.69999694824219,65.19999694824219,71.69999694824219,19709760,-3.6671345813329537
2021-02-08,61.79999923706055,68.9000015258789,57.5,68.80000305175781,12817150,-9.516842641678291
2021-02-09,55.0,58.099998474121094,52.599998474121094,58.099998474121094,10258810,-11.003235147263057
2021-02-10,58.0,65.9000015258789,54.5,57.099998474121094,15281080,5.454545454545445
2021-02-11,56.099998474121094,58.5,54.70000076293945,56.20000076293945,5592040,-3.27586469979122
2021-02-12,55.900001525878906,59.70000076293945,55.20000076293945,57.20000076293945,4677300,-0.35650080870224254
2021-02-16,56.5,60.5,54.900001525878906,60.29999923706055,6116570,1.0733425004350483
2021-02-17,55.5,56.20000076293945,53.20000076293945,55.79999923706055,3884900,-1.7699115044247815
2021-02-18,55.099998474121094,62.5,54.599998474121094,58.400001525878906,13054080,-0.720723470052087
2021-02-19,57.0,57.70000076293945,55.099998474121094,55.400001525878906,4024910,3.4482787268520276
2021-02-22,65.5,66.80000305175781,57.5,59.29999923706055,17340900,14.912280701754387
2021-02-23,77.0,78.5999984741211,60.099998474121094,69.69999694824219,26487640,17.557251908396942
2021-02-24,90.9000015258789,98.30000305175781,69.9000015258789,72.30000305175781,37688180,18.051950033608975
2021-02-25,82.9000015258789,110.0,78.5,108.9000015258789,44571740,-8.800879940274175
2021-02-26,80.0999984741211,90.0999984741211,76.30000305175781,81.9000015258789,13702800,-3.377566948395938
2021-03-01,91.80000305175781,94.5,84.19999694824219,88.5999984741211,14358650,14.60674756618976
2021-03-02,89.30000305175781,94.0,85.0999984741211,91.4000015258789,7813540,-2.7233114563084193
2021-03-03,85.80000305175781,91.4000015258789,85.0,89.5,5565190,-3.9193727663944355
2021-03-04,80.30000305175781,85.9000015258789,75.0,82.5,7782260,-6.41025618225467
2021-03-05,80.5,82.69999694824219,76.30000305175781,80.80000305175781,5973410,0.2490621925795855
2021-03-08,92.9000015258789,94.80000305175781,83.0999984741211,85.30000305175781,11434380,15.403728603576283
2021-03-09,105.0,107.69999694824219,92.19999694824219,93.80000305175781,15041560,13.02475594766317
2021-03-10,98.5,124.69999694824219,95.0999984741211,110.19999694824219,26191860,-6.190476190476191
2021-03-11,102.80000305175781,108.69999694824219,99.0,106.5,8393360,4.3654853317338205
2021-03-12,111.5999984741211,114.0,99.4000015258789,101.5999984741211,11114670,8.560306576968335
2021-03-15,140.39999389648438,144.89999389648438,118.5,121.80000305175781,27771330,25.80644786392332
2021-03-16,130.1999969482422,136.1999969482422,123.4000015258789,136.1999969482422,12596760,-7.264955407165152
2021-03-17,135.60000610351562,136.60000610351562,130.0,132.39999389648438,7805360,4.14747256670065
2021-03-18,140.0,145.39999389648438,135.6999969482422,143.39999389648438,12141800,3.2448331109406148
2021-03-19,139.3000030517578,141.8000030517578,132.8000030517578,141.39999389648438,15320600,-0.49999782017299266
2021-03-22,124.9000015258789,131.89999389648438,117.5999984741211,131.5,8876010,-10.337402161095788
2021-03-23,106.5999984741211,119.30000305175781,103.69999694824219,114.5999984741211,8792320,-14.651723641465376
2021-03-24,90.19999694824219,112.0999984741211,89.30000305175781,108.19999694824219,8185070,-15.384617036237834
2021-03-25,109.4000015258789,113.19999694824219,89.5,89.5999984741211,13119280,21.28603683728938
2021-03-26,102.4000015258789,115.30000305175781,100.0999984741211,112.69999694824219,8463310,-6.398537387903169
2021-03-29,103.5,107.5999984741211,100.9000015258789,103.19999694824219,3733070,1.074217243876796
2021-03-30,103.5,105.19999694824219,97.5999984741211,103.0999984741211,3902050,0.0
2021-03-31,102.0999984741211,104.69999694824219,100.5,104.0,2983230,-1.3526584791100582
2021-04-01,93.5999984741211,102.5999984741211,91.5,102.30000305175781,7747390,-8.32517152500689
2021-04-05,106.0999984741211,112.5,97.19999694824219,101.0,9608230,13.354701072410858
2021-04-06,102.0,105.0,100.0,104.0,4406700,-3.864277599514887
2021-04-07,98.5,101.80000305175781,98.5,100.69999694824219,2880430,-3.4313725490196068
2021-04-08,97.9000015258789,100.0999984741211,95.0,100.0999984741211,3340870,-0.6091355067219251
2021-04-09,94.19999694824219,97.4000015258789,92.4000015258789,96.0,2925460,-3.7793713176385024
2021-04-12,86.19999694824219,94.9000015258789,85.0999984741211,94.4000015258789,5126980,-8.492569277253336
2021-04-13,88.4000015258789,91.19999694824219,83.0999984741211,86.5999984741211,4404910,2.5522095771739917
2021-04-14,93.5,98.0999984741211,89.0,90.0,5116630,5.769228943540328
2021-04-15,99.0,102.30000305175781,95.80000305175781,98.80000305175781,4519890,5.882352941176472
2021-04-16,93.30000305175781,100.30000305175781,90.9000015258789,100.0,4069670,-5.757572674992106
2021-04-19,96.5999984741211,98.0999984741211,93.80000305175781,94.80000305175781,3281430,3.536972469907229
2021-04-20,92.80000305175781,97.0999984741211,90.0999984741211,97.0,2700890,-3.9337427353907217
2021-04-21,97.80000305175781,98.0999984741211,91.4000015258789,92.5,2359820,5.387930857298917
2021-04-22,99.9000015258789,106.5,97.9000015258789,99.5,4992350,2.147237636597743
2021-04-23,101.5999984741211,103.80000305175781,99.5999984741211,100.9000015258789,2746560,1.7016986208972185
2021-04-26,115.0,119.5999984741211,105.69999694824219,106.9000015258789,7859290,13.188978077880641
2021-04-27,114.5999984741211,122.19999694824219,112.19999694824219,116.80000305175781,5162980,-0.3478274138077442
2021-04-28,108.5,113.9000015258789,106.5,108.5,3972050,-5.32286086853534
2021-04-29,102.0,110.4000015258789,100.9000015258789,109.5,3778290,-5.990783410138246
2021-04-30,100.30000305175781,101.80000305175781,98.80000305175781,100.69999694824219,2774100,-1.6666636747472374
